"Bug ID","Product","Component","Assignee","Status","Resolution","Summary","Changed"
6488,"R","System-specific","jitterbug-import","NEW","---","R fails to build on AFS","2004-01-28 19:40:27"
8528,"R","Accuracy","jitterbug-import","NEW","---","pgamma - inadequate algorithm design and poor coding","2011-10-22 07:46:59"
1261,"R","System-specific","jitterbug-import","NEW","---","R_140 AND RHL_72 AND Packages","2003-01-15 18:25:17"
6701,"R","Add-ons","jitterbug-import","NEW","---","lookup.xport in foreign ignoring some datasets","2004-03-27 04:40:07"
8934,"R","Graphics","jitterbug-import","NEW","---","Irregularity in stem() display ","2006-06-03 07:55:41"
16513,"R","Windows GUI / Window specific","R-core","UNCONFIRMED","---","minimal reproducible read.fwf() example that crashes the console on windows 8 with 32-bit R","2015-08-25 23:51:31"
1387,"R","Wishlist","jitterbug-import","NEW","---","X11(colortype=""true"") does not give a truecolor visual","2002-03-17 03:08:04"
16844,"R","I/O","R-core","UNCONFIRMED","---","write.csv without quotes when chr columns comes first and row.names = FALSE","2016-04-18 14:44:41"
6797,"R","Installation","jitterbug-import","NEW","---","R.spec","2004-04-20 15:20:38"
9427,"R","Misc","jitterbug-import","NEW","---","substitute creates an object which prints incorrectly","2006-12-23 16:28:03"
1388,"R","Wishlist","jitterbug-import","NEW","---","Re: [Rd] X11(colortype=""true"") does not give a truecolor visual(PR#1387)","2002-03-17 00:08:08"
7195,"R","Documentation","jitterbug-import","NEW","---","additional examples for R-intro.texi","2004-08-24 15:59:57"
10345,"R","Wishlist","jitterbug-import","NEW","---","boxplot() confuses x- and y-axes","2007-10-15 21:24:47"
16780,"R","Installation","R-core","NEW","---","make install fails if TeX/texinfo is not available","2016-03-24 03:52:21"
1390,"R","Wishlist","jitterbug-import","NEW","---","Re: [Rd] X11(colortype=""true"") does not give a truecolor visual(PR#1388)","2002-03-17 03:06:09"
16856,"R","Accuracy","R-core","UNCONFIRMED","---","Addition of millisecond adds a second","2016-04-27 22:01:00"
7349,"R","Wishlist","jitterbug-import","NEW","---","Wishlist: Bug reporting","2004-11-07 20:14:05"
10701,"R","Documentation","jitterbug-import","NEW","---","Suggestions for R-intro manual","2008-02-06 09:02:35"
16562,"R","Low-level","R-core","UNCONFIRMED","---","mclapply() with tcltk causes subsequent system() to return exit status inconsistently","2015-10-11 14:10:19"
1557,"R","Wishlist","jitterbug-import","NEW","---","wishlist: I miss Frame 0","2002-05-15 11:40:00"
7379,"R","Installation","jitterbug-import","NEW","---","Re: [Rd] Building Packages on Windows using .Rbuildignore","2004-11-19 00:32:25"
13861,"R","Low-level","jitterbug-import","NEW","---","Strange Interaction Between Promises and Closures","2009-07-30 14:12:58"
2461,"R","Wishlist","jitterbug-import","NEW","---","apropos() with partial name","2003-01-16 15:22:23"
2520,"R","Add-ons","jitterbug-import","NEW","---","Apparent parser problem","2003-02-02 07:53:28"
16865,"R","Misc","R-core","UNCONFIRMED","---","base::glob2rx does not recognise escaped wildcards","2016-05-04 10:03:29"
7393,"R","Wishlist","jitterbug-import","NEW","---","dhyper() does not allow non-integer values for input parameters mand n.","2004-11-25 14:44:22"
2859,"R","Add-ons","jitterbug-import","NEW","---","bug and proposed fix in print.trellis 1.7.0","2003-05-14 01:27:05"
7923,"R","Wishlist","jitterbug-import","NEW","---","Bug in help(package=)","2005-06-09 00:59:54"
15038,"R","Low-level","R-core","NEW","---","Error using Imports with a package that uses [","2012-09-03 22:46:43"
16097,"R","Misc","R-core","NEW","---","input textConnection performance quadratic as well","2015-12-28 07:42:41"
2865,"R","Add-ons","jitterbug-import","NEW","---","bug in y limits in bwplot","2003-05-14 02:50:29"
7976,"R","Wishlist","jitterbug-import","NEW","---","boxplot by factor (Package base version 2.1.1)","2005-06-28 12:40:12"
3180,"R","Wishlist","jitterbug-import","NEW","---","standard errors from glm ","2003-06-04 04:46:24"
16937,"R","Mac GUI / Mac specific","simon.urbanek","UNCONFIRMED","---","GUI Locks up when changing windows","2016-06-04 23:57:47"
7987,"R","System-specific","jitterbug-import","NEW","---","eigen of a real pd symmetric matrix gives NaNs in $vector","2005-07-04 14:34:47"
16644,"R","Low-level","R-core","UNCONFIRMED","---","unloadNamespace() does not address unevaluated promises in the S3 Methods Table","2015-12-29 22:32:24"
3325,"R","Analyses","jitterbug-import","NEW","---","optim with constraints ","2014-09-07 09:53:29"
7988,"R","System-specific","jitterbug-import","NEW","---","eigen of a real pd symmetric matrix gives NaNs in $vector (R2.1.1 and R2.0.1 Windows)","2005-07-04 14:37:43"
15293,"R","Mac GUI / Mac specific","simon.urbanek","NEW","---","R Data Editor crashes when adds a new column","2016-06-01 03:39:18"
15826,"R","Mac GUI / Mac specific","simon.urbanek","NEW","---","GUI problems MAC","2014-06-13 09:38:30"
16241,"R","Misc","R-core","NEW","---","Incorrect result when combining POSIXct and POSIXlt objects in one call to c.POSIXct","2015-03-07 20:38:34"
16843,"R","Installation","R-core","UNCONFIRMED","---","reg-tests-2 tests failure on make check-all","2016-04-21 04:38:43"
15936,"R","Wishlist","R-core","NEW","---","SPSS import generates extra empty columns in middle of dataset","2014-08-15 19:22:32"
16360,"R","Startup","R-core","NEW","---","readRenviron("".Renviron""): the first escaped quote is mishandled, the rest are ok","2015-05-01 20:39:43"
16522,"R","Documentation","R-core","UNCONFIRMED","---","glm object $method component does not have to be ""glm.fit""","2015-08-26 13:20:17"
16855,"R","Low-level","R-core","UNCONFIRMED","---","Ignored after a first single-byte character on system that sizeof(whcar_t) return 2 with grep, [g]sub, [g]regexpr","2016-04-26 08:06:22"
16543,"R","I/O","R-core","UNCONFIRMED","---","Writing UTF-8 strings to stderr under Windows causes incorrect display","2016-05-24 13:45:39"
15012,"R","Misc","R-core","NEW","---","gsub() with regex ""\\\\)"" makes R eat memory and CPU","2012-08-10 15:42:49"
16094,"R","Low-level","R-core","NEW","---","Version constraints on imported package are avoided if the importing package only uses ""packageA::funA""","2014-12-03 00:34:47"
14406,"R","Windows GUI / Window specific","R-core","ASSIGNED","---","Rterm.exe doesn't work after unfocusing it and focusing it again","2014-05-25 12:53:19"
16919,"R","Windows GUI / Window specific","R-core","UNCONFIRMED","---","Makeconf sets BINPREF incorrectly when building packages from source","2016-05-22 20:04:50"
14746,"R","Mac GUI / Mac specific","simon.urbanek","UNCONFIRMED","---","R.app script editor snafu in Mac OS X10.5","2013-11-18 10:14:24"
14728,"R","Mac GUI / Mac specific","simon.urbanek","ASSIGNED","---","tab completion adds a question mark","2011-11-12 15:02:58"
15275,"R","Models","R-core","NEW","---","terms.formula(y ~ (x + fn(z = NA)) - fn(z = NA),simplify=TRUE) does not simplify","2013-04-22 14:01:09"
16637,"R","Low-level","R-core","UNCONFIRMED","---","R CMD check false-positive for generics with dot","2015-12-18 20:47:19"
16413,"R","Graphics","R-core","UNCONFIRMED","---","unexpected behaviour of plot.window() with setting of logarithmic coordinates","2015-06-07 18:32:08"
16648,"R","Misc","R-core","UNCONFIRMED","---","complete.cases() give misleading message","2016-01-03 21:30:41"
16604,"R","System-specific","R-core","ASSIGNED","---","R does not recognize when terminal size changes","2016-05-17 08:58:02"
16400,"R","Wishlist","R-core","UNCONFIRMED","---","add an option to release caching of available.packages metadata","2015-05-26 22:30:45"
16738,"R","I/O","R-core","UNCONFIRMED","---","file.show() cannot handle null bytes (in UTF-16)","2016-02-29 20:20:42"
16757,"R","Wishlist","R-core","UNCONFIRMED","---","Wishlist: Protect against stack overflow from PCRE","2016-03-11 08:09:12"
16311,"R","I/O","R-core","NEW","---","It would be nice if system2 could generally set environment variables from env argument","2015-04-14 19:55:49"
16427,"R","I/O","R-core","UNCONFIRMED","---","Errors/Warnings using seek on a gz connection","2015-11-18 16:32:07"
16321,"R","Wishlist","R-core","NEW","---","Vectorize utils::object.size and friends","2015-04-17 20:25:53"
16506,"R","Wishlist","R-core","UNCONFIRMED","---","Easy feedback","2015-08-13 19:38:16"
16056,"R","Analyses","R-core","NEW","---","Cook's distance inconsistent for weighted linear models","2014-11-02 15:42:01"
16807,"R","System-specific","R-core","NEW","---","sprintf seems to ignore some special characters in OSX and Linux","2016-04-11 14:52:17"
16064,"R","I/O","R-core","NEW","---","Writing UTF8 on Windows","2014-11-07 21:51:21"
16640,"R","Low-level","R-core","REOPENED","---","2X speedup for tapply","2016-02-14 09:30:38"
16599,"R","Installation","R-core","UNCONFIRMED","---","Installation breaks because of wrong libcurl version","2015-11-12 11:29:24"
16621,"R","Accuracy","R-core","UNCONFIRMED","---","strptime(, tz=x) returns inconsistent gmtoff and tzone properties","2015-12-04 12:49:25"
16633,"R","Installation","R-core","UNCONFIRMED","---","duplicate symbols in tools.so, grDevices.so, graphics.so and libR.so - where should they really be?","2016-04-09 14:39:10"
16921,"R","Startup","R-core","UNCONFIRMED","---","Rscript does not load the methods package by default","2016-05-25 16:55:22"
15101,"R","Low-level","R-core","NEW","---","Performance bug - assignment inside an object is much slower","2012-11-08 21:01:18"
16635,"R","Low-level","R-core","UNCONFIRMED","---","20-50% speedup for %in%, one line","2015-12-18 02:07:56"
16115,"R","Misc","R-core","NEW","---","R CMD check does not notice files written to forbidden locations","2014-12-22 16:50:24"
15318,"R","Wishlist","R-core","UNCONFIRMED","---","parallel compression","2013-05-22 20:34:03"
16127,"R","Windows GUI / Window specific","R-core","NEW","---","system2 arguments are not wrapped with shQuote","2015-02-13 16:22:39"
16163,"R","Misc","R-core","ASSIGNED","---","Opimize reshape()","2015-05-02 00:44:33"
