Bug ID,Product,Component,Assignee,Status,Resolution,Summary,Changed
16390,R,Add-ons,R-core@R-project.org,UNCONFIRMED,---,missing 'const' declarations in R_ext/Lapack.h and R_ext/BLAS.h,5/16/2015 0:16
15971,R,I/O,R-core@R-project.org,NEW,---,Inconsistent treatment of character vectors with read.table or read.csv,9/10/2014 21:55
15958,R,Language,michafla@gene.com,ASSIGNED,---,super assignment <<- fails in call-back functions,9/5/2014 21:15
15639,R,Mac GUI / Mac specific,simon.urbanek@r-project.org,UNCONFIRMED,---,"list.files(...,recursive=TRUE) fails on Mac GUI",1/15/2014 3:24
16391,R,Models,R-core@R-project.org,UNCONFIRMED,---,factanal returns wrong rotation matrix when rotation method calls GPArotation package,5/20/2015 10:00
16454,R,Windows GUI / Window specific,R-core@R-project.org,UNCONFIRMED,---,Problem with simultaneous download using download.file,6/26/2015 1:04
15884,R,Windows GUI / Window specific,R-core@R-project.org,NEW,---,scan() failed to seperate Chinese Character string with spaces,7/16/2014 4:31
16364,R,Installation,R-core@R-project.org,NEW,---,"Bug in R_PCRE autoconf macro can lead to linker errors when using system libz, libbz2",5/6/2015 6:02
16232,R,Windows GUI / Window specific,R-core@R-project.org,NEW,---,R cannot display foreign characters (reading UTF-8 text),3/3/2015 11:59
15782,R,Windows GUI / Window specific,marco.maier@wu.ac.at,NEW,---,"(semi-)transparent ""grid"" elements disappear in the graphics device upon resizing",5/11/2015 5:40
16654,R,Accuracy,R-core@R-project.org,UNCONFIRMED,---,Cochran condition in fisher.test hybrid mode might be incorrect,1/4/2016 4:29
16845,R,Accuracy,R-core@R-project.org,UNCONFIRMED,---,There appears to be an error computing the CDF of a non-central T distributed random variable using the pt() function,4/19/2016 20:37
16540,R,I/O,R-core@R-project.org,UNCONFIRMED,---,groupedData within a function does not work,9/21/2015 20:30
15814,R,Installation,R-core@R-project.org,UNCONFIRMED,---,package installer freezes,6/1/2014 13:05
14685,R,Mac GUI / Mac specific,simon.urbanek@r-project.org,ASSIGNED,---,"eigen() may crash or hang on OS X Lion in binary distribution of R, 64-bit only",4/17/2012 6:30
16846,R,Graphics,R-core@R-project.org,UNCONFIRMED,---,how to remove filled.contour white interior grid?,4/20/2016 9:34
15940,R,Startup,R-core@R-project.org,UNCONFIRMED,---,Rprofile file not read under MAC OS 10.9.4,8/21/2014 17:27
16166,R,Analyses,R-core@R-project.org,NEW,---,inconsistent results of zapsmall called by Thin.row (especially in anova.mlm),1/26/2015 15:28
15531,R,Low-level,R-core@R-project.org,NEW,---,sys.parent() provides incorrect result when multiple call frames use the same environment,11/7/2013 18:51
16406,R,System-specific,R-core@R-project.org,UNCONFIRMED,---,possibility to delete the entire '/home' directory when building a package,6/2/2015 13:30
16239,R,Models,R-core@R-project.org,NEW,---,"Bug in predict(..., newdata) with poly() on more than one variable",3/5/2015 18:34
15892,R,Add-ons,R-core@R-project.org,NEW,---,nlme:anova unable to find formula object defined inside function,9/7/2014 23:12
14335,R,Mac GUI / Mac specific,simon.urbanek@r-project.org,UNCONFIRMED,---,Documents open in the R.app editor become unresponsive or do not update changes,3/21/2011 18:01
15189,R,Mac GUI / Mac specific,simon.urbanek@r-project.org,NEW,---,Copying a Graphics Window Copies All Graphic Elements Rather Than Bitmap,1/30/2013 20:55
16854,R,Mac GUI / Mac specific,simon.urbanek@r-project.org,UNCONFIRMED,---,R guy keeps freezes when editing document,4/26/2016 4:01
16423,R,S4methods,R-core@R-project.org,ASSIGNED,---,canCoerce() reports false negative then changes its mind -- selectMethod() bug,6/16/2015 13:32
16663,R,Low-level,R-core@R-project.org,UNCONFIRMED,---,get_all_vars  produces wrong column names,1/11/2016 12:01
10455,R,Analyses,jitterbug-import,NEW,---,Bug in pacf -- Proposed patch,11/23/2007 23:33
1729,R,Add-ons,jitterbug-import,NEW,---,problem with qq( ),7/8/2002 22:44
16723,R,Low-level,R-core@R-project.org,UNCONFIRMED,---,sink() text goes missing after mclapply,2/22/2016 14:05
4073,R,S4methods,jitterbug-import,NEW,---,Problem with S4 slots in C code,9/5/2003 19:29
16513,R,Windows GUI / Window specific,R-core@R-project.org,UNCONFIRMED,---,minimal reproducible read.fwf() example that crashes the console on windows 8 with 32-bit R,8/25/2015 23:51
6613,R,Wishlist,jitterbug-import,NEW,---,summary(),3/20/2015 9:31
16756,R,Low-level,R-core@R-project.org,NEW,---,Parse data not available in package,3/10/2016 15:09
7402,R,Wishlist,jitterbug-import,NEW,---,Wishlist: heatmap/image legend,12/7/2004 1:08
8053,R,S4methods,jitterbug-import,NEW,---,"S4 setClass with prototypes "" issues""",8/6/2005 0:06
988,R,Documentation,jitterbug-import,NEW,---,input for R-intro,6/18/2001 23:57
15242,R,S4methods,R-core@R-project.org,NEW,---,insertSource doesn't work against S4 methods,3/24/2013 7:17
16672,R,Language,R-core@R-project.org,UNCONFIRMED,---,quantile produces decreasing output,3/27/2016 14:07
10701,R,Documentation,jitterbug-import,NEW,---,Suggestions for R-intro manual,2/6/2008 9:02
1772,R,Documentation,jitterbug-import,NEW,---,bug(?) in R FAQ - Should I run R from within Emacs?,7/11/2002 13:21
16724,R,Misc,R-core@R-project.org,UNCONFIRMED,---,How to release R resources when R terminal is closed,2/22/2016 20:26
4254,R,Wishlist,jitterbug-import,NEW,---,documentation search: problem with links,9/23/2003 0:19
16792,R,Add-ons,R-core@R-project.org,UNCONFIRMED,---,parallel:parLapplyLB does not load balance,3/31/2016 14:30
6701,R,Add-ons,jitterbug-import,NEW,---,lookup.xport in foreign ignoring some datasets,3/27/2004 4:40
15342,R,Mac GUI / Mac specific,simon.urbanek@r-project.org,ASSIGNED,---,Mapping categorical variables in ggplot2 may crash or hang on OS X Lion in binary distribution of R 3.0.1 and R.app,8/21/2014 17:17
16856,R,Accuracy,R-core@R-project.org,UNCONFIRMED,---,Addition of millisecond adds a second,4/27/2016 22:01
16562,R,Low-level,R-core@R-project.org,UNCONFIRMED,---,mclapply() with tcltk causes subsequent system() to return exit status inconsistently,10/11/2015 14:10
16780,R,Installation,R-core@R-project.org,NEW,---,make install fails if TeX/texinfo is not available,3/24/2016 3:52
7668,R,Graphics,jitterbug-import,NEW,---,barplot: space makes beside=F ,2/8/2005 17:00
8099,R,Analyses,jitterbug-import,NEW,---,bug in L-BFGS-B?,8/27/2005 19:10
997,R,Graphics,jitterbug-import,NEW,---,las=1 with log axis ,7/17/2001 15:05
15248,R,Add-ons,R-core@R-project.org,NEW,---,Attached dBase file not loaded correctly by read.dbf(),3/28/2013 10:40
12572,R,Misc,jitterbug-import,NEW,---,unlist on nested lists of factors,8/20/2008 18:20
16184,R,Accuracy,R-core@R-project.org,NEW,---,"potential numerical issues with large margins in chisq.test(..., simulate.p.value = TRUE)",2/3/2015 14:39
1861,R,Models,jitterbug-import,NEW,---,update() can not find objects,7/8/2014 6:55
16257,R,Language,R-core@R-project.org,NEW,---,R 3.1.3 console output when source() used,3/12/2015 22:32
4295,R,System-specific,jitterbug-import,NEW,---,Bugs compiling R-1.7.1 with Intel compilers icc and ifc,9/27/2003 4:20
15842,R,Analyses,R-core@R-project.org,NEW,---,quade.test reports other results for reordered data frames,6/26/2014 14:09
16326,R,Models,R-core@R-project.org,NEW,---,update.formula does still not work properly,2/22/2016 8:00
6763,R,Graphics,jitterbug-import,NEW,---,postscript image problem,4/29/2004 8:16
15351,R,Mac GUI / Mac specific,simon.urbanek@r-project.org,ASSIGNED,---,the Rgui editor crashes occasionally when editing,9/30/2013 14:10
16857,R,Documentation,R-core@R-project.org,UNCONFIRMED,---,lmeControl() sets sigma to 0 not NULL,4/28/2016 15:10
7735,R,S4methods,jitterbug-import,NEW,---,2 possible bugs in function validObject,3/18/2005 23:21
14998,R,Documentation,R-core@R-project.org,UNCONFIRMED,---,"Suggestion for two internal self-reference in ""Writing R Extensions"" manual",
8112,R,S4methods,jitterbug-import,NEW,---,Bug in copying of S4 objects,9/2/2005 8:33
16103,R,Graphics,R-core@R-project.org,NEW,---,Anti-aliasing not used for certain pch symbols,12/10/2014 19:32
1011,R,Documentation,jitterbug-import,NEW,---,R-intro suggestions part II,7/4/2001 1:50
1045,R,Graphics,jitterbug-import,NEW,---,Palette changes on redraw,8/9/2001 1:37
16675,R,Low-level,R-core@R-project.org,UNCONFIRMED,---,predict gives warnings/odd results when using a loess fit object created in 3.2.2,1/20/2016 11:57
13231,R,Misc,jitterbug-import,NEW,---,using yscrollcommand in tkcanvas crashes R,10/30/2008 21:30
1972,R,Add-ons,jitterbug-import,NEW,---,lattice install,9/2/2002 7:55
15027,R,I/O,R-core@R-project.org,NEW,---,max.print is ignored for matrix headers,8/23/2012 19:48
4459,R,System-specific,jitterbug-import,NEW,---,Redhat 7.2 gcc optimisation ,10/8/2003 7:28
15848,R,Analyses,R-core@R-project.org,NEW,---,Factanal Print function semi-random signs for inter-factor correlations,7/2/2014 15:23
16330,R,Add-ons,R-core@R-project.org,NEW,---,foreign package: memory protection error (trivial to fix),4/23/2015 10:53
6797,R,Installation,jitterbug-import,NEW,---,R.spec,4/20/2004 15:20
15357,R,Mac GUI / Mac specific,simon.urbanek@r-project.org,ASSIGNED,---,segfault,7/15/2013 19:44
16858,R,Models,R-core@R-project.org,UNCONFIRMED,---,There is issue in modl,4/28/2016 16:46
16568,R,Add-ons,R-core@R-project.org,UNCONFIRMED,---,rpart (x ~ x) segfaults,10/15/2015 22:50
7780,R,Graphics,jitterbug-import,NEW,---,palette bug,4/8/2005 2:33
8117,R,Wishlist,jitterbug-import,NEW,---,whislist,9/1/2005 14:07
1161,R,Graphics,jitterbug-import,NEW,---,x-axis label in persp(),11/7/2001 16:07
13861,R,Low-level,jitterbug-import,NEW,---,Strange Interaction Between Promises and Closures,7/30/2009 14:12
2159,R,Wishlist,jitterbug-import,NEW,---,The class attribute on an environment seems buggy,10/14/2002 18:54
15038,R,Low-level,R-core@R-project.org,NEW,---,Error using Imports with a package that uses [,9/3/2012 22:46
4474,R,Low-level,jitterbug-import,NEW,---,Memmory Bugs,10/9/2003 1:09
15853,R,Misc,R-core@R-project.org,NEW,---,chol problem with positive semi definite matrix and pivoting,6/9/2015 21:59
4246,R,Windows GUI / Window specific,jitterbug-import,ASSIGNED,---,creates directory that can't be deleted,4/10/2015 18:57
16333,R,Misc,R-core@R-project.org,NEW,---,Allow different way to specify vignette engine,4/26/2015 12:35
6862,R,Installation,jitterbug-import,NEW,---,Fortran compiler dependency missing in gentoo ebuild script ,5/7/2004 19:49
15463,R,Mac GUI / Mac specific,simon.urbanek@r-project.org,ASSIGNED,---,R.app' data editor rounds some data in a data frame,5/2/2014 14:28
16569,R,Add-ons,R-core@R-project.org,UNCONFIRMED,---,rpart.residuals are +/- Inf,10/15/2015 22:54
15941,R,I/O,R-core@R-project.org,REOPENED,---,"Long, multiple-expression console input causes premature EOF",8/21/2014 17:34
7801,R,Accuracy,jitterbug-import,NEW,---,negative p-values from fisher's test,4/21/2005 2:31
8192,R,Wishlist,jitterbug-import,NEW,---,[ subscripting sometimes loses names,10/19/2005 17:33
1241,R,Language,jitterbug-import,NEW,---,"Problem with ""missing"" in ""local"" ",1/4/2002 20:37
13870,R,Windows GUI / Window specific,jitterbug-import,NEW,---,Alt-F4 leaves RGUI  console in wait state when closing some dialog boxes,8/5/2009 2:59
2173,R,Add-ons,jitterbug-import,NEW,---,"xlim in plot.survfit() [with a discussion on ""...""]",10/16/2002 21:46
4724,R,Add-ons,jitterbug-import,NEW,---,Core dump when calling tclvalue,10/22/2003 23:01
15854,R,Analyses,R-core@R-project.org,NEW,---,problem to relist list containing NULL elements,7/6/2014 13:31
13624,R,Misc,R-core@R-project.org,ASSIGNED,---,get_all_vars fails with matrices,4/12/2010 6:30
16802,R,Misc,R-core@R-project.org,UNCONFIRMED,---,Cut breaks are not unique if all(x == 0),4/7/2016 14:00
7084,R,Graphics,jitterbug-import,NEW,---,"text(x, y, labels) - recycling problems and RFC",8/20/2004 18:04
16573,R,Language,R-core@R-project.org,UNCONFIRMED,---,vector with date objects does not retain class if the vector begins with NA,10/19/2015 20:35
7895,R,Add-ons,jitterbug-import,NEW,---,Error with user defined split function in rpart,5/25/2005 19:15
16071,R,Installation,R-core@R-project.org,NEW,---,side-by-side error (code 63) with tk85.dll of R in event viewer,11/14/2014 17:03
8265,R,Analyses,jitterbug-import,NEW,---,Yates' correction for continuity in chisq.test,10/31/2005 22:11
8275,R,Analyses,jitterbug-import,NEW,---,Bugs/issues with model.tables(),11/2/2005 12:43
1261,R,System-specific,jitterbug-import,NEW,---,R_140 AND RHL_72 AND Packages,1/15/2003 18:25
15293,R,Mac GUI / Mac specific,simon.urbanek@r-project.org,NEW,---,R Data Editor crashes when adds a new column,4/27/2013 12:56
13967,R,Misc,jitterbug-import,NEW,---,warnings handled oddly in functions with browser calls,9/23/2009 23:44
16211,R,Windows GUI / Window specific,R-core@R-project.org,NEW,---,When calling `R_HOME/bin/Rscript.exe' RScript does not respect escaped quotes in script arguments.,2/13/2015 16:01
2351,R,Wishlist,jitterbug-import,NEW,---,"Re: [Rd] Bugs in Version 1.6.1  (2002-11-01), Windows Edition(PR#2350)",12/5/2002 22:21
16442,R,Add-ons,R-core@R-project.org,UNCONFIRMED,---,rbind() produces wrong row numbers when the first argument is an empty dataframe,6/23/2015 11:04
4731,R,Graphics,jitterbug-import,NEW,---,persp - incorrect shading of triangular facets,10/23/2003 5:19
13679,R,Mac GUI / Mac specific,simon.urbanek@r-project.org,ASSIGNED,---,crash after using graphics in Rcmdr,4/12/2010 6:25
16529,R,I/O,R-core@R-project.org,UNCONFIRMED,---,write() adding wrong separator char,11/2/2015 11:00
7178,R,Graphics,jitterbug-import,NEW,---,"contour method=""edge"" when vertical.",8/16/2004 15:05
16583,R,Low-level,R-core@R-project.org,UNCONFIRMED,---,Stats heatmap add.expr only looks in global environment,12/22/2015 22:39
7923,R,Wishlist,jitterbug-import,NEW,---,Bug in help(package=),6/9/2005 0:59
8528,R,Accuracy,jitterbug-import,NEW,---,pgamma - inadequate algorithm design and poor coding,10/22/2011 7:46
1384,R,Wishlist,jitterbug-import,NEW,---,KDE frontend,3/14/2002 21:19
15314,R,Mac GUI / Mac specific,simon.urbanek@r-project.org,NEW,---,file.show called on a directory causes a crash,5/17/2013 2:52
2461,R,Wishlist,jitterbug-import,NEW,---,apropos() with partial name,1/16/2003 15:22
16740,R,Misc,R-core@R-project.org,UNCONFIRMED,---,_R_CHECK_FORCE_SUGGESTS_ should be taken into account on missing VB error,3/1/2016 1:55
4757,R,Analyses,jitterbug-import,NEW,---,NLME: gls parameter evaluation inconsistency,10/24/2003 21:16
15878,R,Language,R-core@R-project.org,NEW,---,Check for valid logical values from .C is broken,4/14/2016 10:54
16351,R,Graphics,R-core@R-project.org,NEW,---,R hangs when plotting invalid hexadecimal UTF-8 byte sequences,4/29/2015 9:45
7195,R,Documentation,jitterbug-import,NEW,---,additional examples for R-intro.texi,8/24/2004 15:59
15966,R,Installation,R-core@R-project.org,NEW,---,Should link to libR.dylib without full path,9/8/2014 1:01
16584,R,Windows GUI / Window specific,R-core@R-project.org,UNCONFIRMED,---,"scan() may add ""＼n"" to UTF-8 string in some locale settings on Windows",10/28/2015 12:59
7930,R,Wishlist,jitterbug-import,NEW,---,Wishlist: axis( ) could take vector of colors,6/11/2005 19:18
8535,R,Wishlist,jitterbug-import,NEW,---,dataentry(),1/29/2006 23:39
16135,R,Analyses,R-core@R-project.org,NEW,---,"error in: convolve( 1:5, 1, type='filter')",1/6/2015 14:07
1387,R,Wishlist,jitterbug-import,NEW,---,"X11(colortype=""true"") does not give a truecolor visual",3/17/2002 3:08
16697,R,Installation,R-core@R-project.org,UNCONFIRMED,---,NA/NaN/Inf in foreign function call,2/5/2016 19:57
16223,R,Misc,R-core@R-project.org,NEW,---,'R CMD check' fails to report ... being in ＼arguments but not in ＼usage,2/26/2015 1:30
2520,R,Add-ons,jitterbug-import,NEW,---,Apparent parser problem,2/2/2003 7:53
15689,R,Mac GUI / Mac specific,simon.urbanek@r-project.org,NEW,---,Received an Obj-C error NSRangeException in Mac GUI editor,2/25/2014 18:42
16453,R,Mac GUI / Mac specific,simon.urbanek@r-project.org,UNCONFIRMED,---,grid.cap does not capture portion of quartz window that lies off screen.,7/20/2015 1:01
4836,R,Wishlist,jitterbug-import,NEW,---,Wishlist: user-specified color names for palette(),10/29/2003 6:54
15882,R,Documentation,R-core@R-project.org,NEW,---,"[ requires a positional argument, not mentioned in docs",7/14/2014 21:05
16534,R,Low-level,R-core@R-project.org,UNCONFIRMED,---,R_allocLD not returning 16-byte-aligned storage blocks,9/15/2015 16:41
16359,R,I/O,R-core@R-project.org,NEW,---,read.csv corrupts connections,5/1/2015 9:19
7208,R,Documentation,jitterbug-import,NEW,---,Documentation  R-intro input,9/2/2004 21:16
7931,R,Wishlist,jitterbug-import,NEW,---,Wishlist: strwidth allow for rotation of text,6/11/2005 16:01
16086,R,I/O,R-core@R-project.org,NEW,---,write.foreign(...package='SPSS') incorrect SPSS syntax being generated in foreign_0.8-61,11/25/2014 0:17
16644,R,Low-level,R-core@R-project.org,UNCONFIRMED,---,unloadNamespace() does not address unevaluated promises in the S3 Methods Table,12/29/2015 22:32
8659,R,Wishlist,jitterbug-import,NEW,---,Wishlist: xtabs and table to optionally use attribute value labels ,3/5/2006 15:22
1388,R,Wishlist,jitterbug-import,NEW,---,"Re: [Rd] X11(colortype=""true"") does not give a truecolor visual(PR#1387)",3/17/2002 0:08
16699,R,Mac GUI / Mac specific,simon.urbanek@r-project.org,UNCONFIRMED,---,Project manager,2/14/2016 9:05
2606,R,Wishlist,jitterbug-import,NEW,---,modifying ftable to allow percentages (wishlist),3/5/2003 23:10
16745,R,Misc,R-core@R-project.org,UNCONFIRMED,---,"strsplit(perl=TRUE, pattern=""[[:<:]]"", ...) gives wrong result",3/8/2016 16:17
5045,R,Wishlist,jitterbug-import,NEW,---,wishlist item: changing origin of plot,11/15/2003 0:23
15883,R,Graphics,R-core@R-project.org,NEW,---,Setting options(device) to a non-device function segfaults,7/15/2014 15:13
16819,R,Language,R-core@R-project.org,UNCONFIRMED,---,parse() does not handle Unicode characters in input,4/13/2016 10:51
7229,R,Wishlist,jitterbug-import,NEW,---,"Wishlist: Facility for calculating Laspeyres, Paasche or Fisher index numbers",9/15/2004 15:23
15980,R,Graphics,R-core@R-project.org,NEW,---,Hard crash while using cairo_pdf on Windows,4/25/2016 17:23
7936,R,Wishlist,jitterbug-import,NEW,---,by should use match.fun,6/14/2005 17:07
16088,R,Low-level,R-core@R-project.org,NEW,---,subset on names has quadratic run time if many items don't match,11/26/2014 8:57
8680,R,Wishlist,jitterbug-import,NEW,---,wishlist: function mlh.mlm to test multivariate linear hypotheses of the form: LBT'=0,3/13/2006 23:09
1390,R,Wishlist,jitterbug-import,NEW,---,"Re: [Rd] X11(colortype=""true"") does not give a truecolor visual(PR#1388)",3/17/2002 3:06
14901,R,Mac GUI / Mac specific,simon.urbanek@r-project.org,NEW,---,X11 quit crashes R on OS X,6/26/2012 11:01
2859,R,Add-ons,jitterbug-import,NEW,---,bug and proposed fix in print.trellis 1.7.0,5/14/2003 1:27
15762,R,I/O,R-core@R-project.org,NEW,---,readLines() corrupts UTF-8 characters on Windows with open connections,4/21/2014 19:33
16303,R,Mac GUI / Mac specific,simon.urbanek@r-project.org,NEW,---,Missing Sanity Checks in R-3.1.x for various library function calls...,4/6/2015 17:11
5095,R,Documentation,jitterbug-import,NEW,---,"documentation of ""scope"": possible error + cleanup",11/15/2003 5:00
7315,R,Wishlist,jitterbug-import,NEW,---,wish - cor.test output order change,10/27/2004 19:25
16598,R,Accuracy,R-core@R-project.org,UNCONFIRMED,---,inconsistency in sample() with particular probability vector and 0 probability weights,11/12/2015 10:30
7976,R,Wishlist,jitterbug-import,NEW,---,boxplot by factor (Package base version 2.1.1),6/28/2005 12:40
8934,R,Graphics,jitterbug-import,NEW,---,Irregularity in stem() display ,6/3/2006 7:55
1505,R,Graphics,jitterbug-import,NEW,---,pictex ,5/2/2002 15:23
15471,R,Low-level,R-core@R-project.org,NEW,---,parallel::stopCluster(...) leaves zombie processes behind for FORK clusters,10/28/2013 20:26
2865,R,Add-ons,jitterbug-import,NEW,---,bug in y limits in bwplot,5/14/2003 2:50
16304,R,Misc,R-core@R-project.org,NEW,---,Missing Sanity Checks in R-3.1.x for various library function calls...,4/7/2015 17:34
5328,R,Wishlist,jitterbug-import,NEW,---,wishlist item: symbols() to accept asp argument?,11/26/2003 23:22
15885,R,Low-level,R-core@R-project.org,NEW,---,encodeString segfaults with long character strings,7/16/2014 15:21
16844,R,I/O,R-core@R-project.org,UNCONFIRMED,---,write.csv without quotes when chr columns comes first and row.names = FALSE,4/18/2016 14:44
16434,R,I/O,R-core@R-project.org,NEW,---,"In the R terminal, right-arrow or Ctrl-E locks out further keyboard input",6/20/2015 11:31
7331,R,Documentation,jitterbug-import,NEW,---,barplot manpage,11/2/2004 6:12
16008,R,Models,R-core@R-project.org,NEW,---,logLik.glm when some weights are zero gives -Inf and df includes the zero weighted rows.  Different than logLik.lm.,10/3/2014 22:32
16194,R,S4methods,R-core@R-project.org,ASSIGNED,---,selectMethod() fails to find the method under certain conditions,6/16/2015 13:18
7986,R,Wishlist,jitterbug-import,NEW,---,"Graphics: log=""x"" plot",7/4/2005 4:12
15141,R,Installation,R-core@R-project.org,NEW,---,Installation of dependencies fails when R_LIBS differs from libpaths,12/24/2015 14:00
9009,R,Wishlist,jitterbug-import,NEW,---,"Wish/suggestion: add output of citation() to package ""manuals""",6/20/2006 15:22
1557,R,Wishlist,jitterbug-import,NEW,---,wishlist: I miss Frame 0,5/15/2002 11:40
15507,R,Mac GUI / Mac specific,simon.urbanek@r-project.org,NEW,---,fix() not working under Mac OS 10.9,10/24/2013 23:10
3180,R,Wishlist,jitterbug-import,NEW,---,standard errors from glm ,6/4/2003 4:46
15811,R,Accuracy,R-core@R-project.org,NEW,---,floating point arithmetic inaccuracy leads to incorrect results from quantile() type=2,12/26/2015 21:16
16758,R,Documentation,R-core@R-project.org,UNCONFIRMED,---,the 'fill' argument to function 'cat' does not function as one would expect based on documentation,3/11/2016 17:57
16488,R,Mac GUI / Mac specific,simon.urbanek@r-project.org,UNCONFIRMED,---,R GUI Freezes when opening files from the GUI,7/26/2015 10:07
5536,R,Installation,jitterbug-import,NEW,---,"R 1.8.1 ./configure with "","" in working directory",12/5/2003 15:19
15886,R,Language,R-core@R-project.org,NEW,---,summaryRprof not correct for chunksize < number of lines of log,7/16/2014 20:13
7349,R,Wishlist,jitterbug-import,NEW,---,Wishlist: Bug reporting,11/7/2004 20:14
16299,R,Graphics,R-core@R-project.org,ASSIGNED,---,Line is not cropped correctly in svg() device,7/22/2015 9:49
7987,R,System-specific,jitterbug-import,NEW,---,eigen of a real pd symmetric matrix gives NaNs in $vector,7/4/2005 14:34
16097,R,Misc,R-core@R-project.org,NEW,---,input textConnection performance quadratic as well,12/28/2015 7:42
15169,R,Misc,R-core@R-project.org,NEW,---,set_rl_word_breaks() in src/unix/sys-std.c not playing well with others,2/3/2013 16:15
9252,R,Wishlist,jitterbug-import,NEW,---,Wish: change behaviour of header in read.fwf,9/26/2006 5:01
